path	# lines of code
tools/user_word_integrity/_delete_unvalidatable_bookmarks.py	149
tools/user_word_integrity/_fix_multiword_bookmark_positions.py	154
tools/user_word_integrity/_check_and_fix_user_word_integrity.py	167
tools/user_word_integrity/_cleanup_orphaned_user_words.py	132
tools/user_word_integrity/_test_integrity_validation.py	38
tools/precompute_upcoming_meaning_lessons.py	319
tools/create_article_fragments_and_sources.py	56
tools/add_ml_assessment_to_recent_articles.py	143
tools/remove_sub_bookmarks_from_text.py	89
tools/manual_test_user_report.py	127
tools/cleanup_broken_summaries.py	139
tools/fix_underscore_examples.py	169
tools/fix_compound_examples.py	246
tools/reclassify_unclassified_phrases.py	206
tools/cleanup_empty_broken_articles.py	142
tools/fix_user_over_limit.py	60
tools/update_es_available_cefr_levels.py	100
tools/cleanup_greek_audio_lessons.py	195
tools/validate_and_clean_examples.py	203
tools/delete_dev_users.py	19
tools/cleanup_summary_formatting.py	61
tools/delete_article_by_url.py	75
tools/activity_monitor.py	35
tools/validate_scheduled_meanings.py	187
tools/users_recently_active.py	41
tools/anonymize_users.py	77
tools/report_generator/data_extractor.py	175
tools/report_generator/__init__.py	1
tools/report_generator/generate_report.py	576
tools/report_generator/explore_report_notebook.ipynb	4327
tools/stiri-simple/generate_news_page.py	242
tools/stiri-simple/deploy_to_news.py	49
tools/evaluate_infer_topics.py	96
tools/recalculate_video_topics.py	10
tools/update_article_content.py	78
tools/update_elastic_with_source_ids.py	43
tools/recalculate_all_word_ranks.py	129
tools/rename_feed.py	20
tools/update_bookmark_pointers.py	185
tools/sql/teacher-for-cohort.sql	4
tools/sql/recent_exercise_outcomes.sql	2
tools/sql/most_recent_active_teachers.sql	8
tools/sql/history_of_bookmark.sql	8
tools/sql/_show_foreign_keys.sql	11
tools/sql/users_with_level.sql	2
tools/sql/exercise_corectness.sql	11
tools/sql/most_active_users_in_the_last_year.sql	11
tools/sql/user_exercise_history.sql	26
tools/sql/popular_exercise_outcomes.sql	3
tools/sql/users_last_active_in_cohort.sql	7
env_var_defs_default.py	10
default.api.cfg	12
default.fmd.cfg	17
pyproject.toml	38
MANIFEST.in	1
install_stanza_models.py	30
start.py	14
setup.py	46
default_docker_v8.cfg	11
default_docker.cfg	11
default_api.cfg	13
